번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
1069,공중화장실,,천의약수터,서울특별시 강남구 개포동 산 53-30,,1,1,0,0,0,0,1,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1070,공중화장실,,대룡약수터,서울특별시 강남구 개포동 118-21,,1,1,0,0,0,0,1,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1071,공중화장실,,구룡천약수터,서울특별시 강남구 개포동 산 53-28,,1,1,0,0,0,0,1,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1072,공중화장실,,습지원약수터,서울특별시 강남구 개포동 산53-42,,1,1,0,0,0,0,0,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1073,공중화장실,,옛1약수터,서울특별시 강남구 일원동 산52-13,,1,1,0,0,0,0,0,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1074,공중화장실,,용두천약수터,서울특별시 강남구 개포동 192,,1,1,0,0,0,0,0,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1075,공중화장실,,옥수천약수터,서울특별시 강남구 개포동 산 53-32,,1,1,0,0,0,0,0,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1076,공중화장실,,불국사둘레길,서울특별시 강남구 일원동 441,,1,1,0,0,0,0,2,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1077,개방화장실,법제3조제16호-영제3조제1항제1호,금호스포츠센터,서울특별시 성동구 금호로 20,서울특별시 성동구 금호동4가 56,3,3,1,0,0,0,5,1,0,서울특별시 성동구청 문화체육과,02-2204-7675,정시,06:00~23:00,2018-01,37.5455958,127.0250663,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2023-12-20
1078,개방화장실,법제3조제16호-영제3조제1항제1호,대현산체육관,서울특별시 성동구 독서당로63길 44,서울특별시 성동구 행당동 산 30-40,2,2,1,0,0,0,4,1,0,서울특별시 성동구청 문화체육과,02-2204-7680,정시,06:00~22:00,2009-06,37.5541597,127.0299175,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2023-12-20
1079,공중화장실,,대모산숲속야생화원,서울특별시 강남구 일원동 246-13,,1,1,0,0,0,0,2,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1080,공중화장실,,양재천(영동2교),서울특별시 강남구 개포동1279,,1,2,0,0,0,0,3,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1081,공중화장실,,양재천(밀리미교),서울특별시 강남구 도곡동 468,,1,2,0,0,0,0,3,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1082,공중화장실,,양재천(영동3교),서울특별시 강남구 개포동175,,1,2,0,0,0,0,3,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1083,공중화장실,,양재천(영동4교),서울특별시 강남구 개포동648-2,,1,2,0,0,0,0,3,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1084,공중화장실,,양재천(영동6교),서울특별시 강남구 대치동805,,1,2,0,0,0,0,3,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1085,공중화장실,,탄천양재천방문자센터,서울특별시 강남구 대치동3-3,,2,2,1,0,0,0,4,1,1,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1086,공중화장실,,탄천(탄천1교),서울특별시 강남구 일원동580-3,,1,2,0,0,0,0,3,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1087,공중화장실,,탄천(탄천2교),서울특별시 강남구 대치동78-28,,1,2,0,0,0,0,2,1,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1088,공중화장실,,탄천(광평교),서울특별시 강남구 수서동329-34,,1,2,0,0,0,0,2,1,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1089,공중화장실,,탄천(대곡교),서울특별시 강남구 율현동94,,1,1,0,0,0,0,2,0,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1090,공중화장실,,세곡천(세곡3교),서울특별시 강남구 세곡동54,,1,2,0,0,0,0,2,1,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1091,공중화장실,,세곡천(세곡1교),서울특별시 강남구 세곡동618,,1,1,1,0,0,0,1,1,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1092,공중화장실,,세곡천(세곡5교),서울특별시 강남구 세곡동526-2,,1,1,1,0,0,0,3,1,0,공원녹지과,,,24시간,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2022-11-28
1093,공중화장실,,대치노인복지센터,서울특별시 강남구 역삼로69길 22,,0,0,3,3,0,0,0,3,0,서울특별시 강남구청,02-3423-5903,,09:00~18:00,2011-08,37.5,127.0,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-11-28
1094,공중화장실,,강남시니어플라자 공중화장실,서울특별시 강남구 봉은사로 332,,14,15,3,7,0,0,18,3,0,강남시니어플라자,02-3467-9900,,9시간,2011-09,37.50995,127.0431,공공기관-지방자치단체,수거식,,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2022-11-28
1095,공중화장실,,역삼노인복지센터,서울특별시 강남구 도곡로27길 27,,0,0,2,0,0,0,0,4,0,역삼노인복지센터,02-501-5674,,9시~18시,2009-06,37.494630,127.041792,공공기관-국가공공기관,수세식,,Y,장애인화장실,Y,N,없음,,2022-11-28
1096,공중화장실,,한국마사회 선릉지사,서울특별시 강남구 테헤란로 416,,2,2,0,0,0,0,4,0,0,한국마사회,,,9시~18시,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1097,공중화장실,,에스알,서울특별시 강남구 광평로 281,,2,2,0,0,0,0,4,0,0,국토부,,,9시~18시,,,,공공기관-국가,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1098,공중화장실,,한국부동산원,서울특별시 강남구 언주로79길13,,2,2,0,0,0,0,4,0,0,국토부,,,9시~18시,,,,공공기관-국가,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1099,공중화장실,,한국토지주택공사,서울특별시 강남구 선릉로121길12,,2,2,0,0,0,0,4,0,0,국토부,,,9시~18시,,,,공공기관-국가,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1100,공중화장실,,공무원연금관리공단,서울특별시 강남구 언주로 508,,2,2,0,0,0,0,4,0,0,인사처,,,9시~18시,,,,공공기관-국가,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1101,공중화장실,,한국콘텐츠진흥원,서울특별시 강남구 논현로 525,,2,2,0,0,0,0,4,0,0,과기부,,,9시~18시,,,,공공기관-국가,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1102,공중화장실,,한국가스안전공사,서울특별시 강남구 남부순환로 3183,,2,2,0,0,0,0,4,0,0,산업부,,,9시~18시,,,,공공기관-국가,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1103,공중화장실,,강남구청,서울특별시 강남구 학동로 426,,2,2,0,0,0,0,4,0,0,총무과,,,9시~18시,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1104,공중화장실,,삼성로별관,서울특별시 강남구 삼성로 628,,2,2,0,0,0,0,4,0,0,총무과,,,9시~18시,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1105,공중화장실,,강남구민회관,서울특별시 강남구 삼성로 154,,2,2,0,0,0,0,4,0,0,총무과,,,9시~18시,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1106,공중화장실,,강남구보건소,서울특별시 강남구 선릉로 668,,16,16,5,0,0,0,22,5,0,강남구 보건소,02-3423-7012,,09:00~18:00,1975-12,,,공공기관-지방자치단체,수세식,,N,없음,N,Y,남자화장실+여자화장실,2021-05,2022-11-28
1107,공중화장실,,개포4동주민센터,서울특별시 강남구 개포로38길 12,,2,2,0,0,0,0,4,0,0,개포4동,,,9시~18시,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1108,공중화장실,,일원본동주민센터,서울특별시 강남구 광평로 126,,2,2,0,0,0,0,4,0,0,일원본동,,,9시~18시,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1109,공중화장실,,수서동주민센터,서울특별시 강남구 광평로 301-4,,2,2,0,0,0,0,4,0,0,수서동,,,9시~18시,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1110,공중화장실,,강남 경찰서,서울특별시 강남구 테헤란로 114길11,,2,2,0,0,0,0,4,0,0,강남경찰서,,,9시~18시,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1111,공중화장실,,역삼지구대,서울특별시 강남구 언주로 108길20,,2,2,0,0,0,0,4,0,0,강남경찰서,,,9시~18시,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1112,공중화장실,,논현1파출소,서울특별시 강남구 학동로169,,2,2,0,0,0,0,4,0,0,강남경찰서,,,9시~18시,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1113,공중화장실,,논현2파출소,서울특별시 강남구 학동로227,,2,2,0,0,0,0,4,0,0,강남경찰서,,,9시~18시,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1114,공중화장실,,삼성1파출소,서울특별시 강남구 영동대로112길 4,,2,2,0,0,0,0,4,0,0,강남경찰서,,,9시~18시,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1115,공중화장실,,삼성2파출소,서울특별시 강남구 봉은사로 440,,2,2,0,0,0,0,4,0,0,강남경찰서,,,9시~18시,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1116,개방화장실,법제3조제16호-영제3조제1항제1호,금호공원체육관,서울특별시 성동구 장터1길 20,서울특별시 성동구 금호동3가 1266,1,2,1,0,0,0,3,1,0,서울특별시 성동구청 문화체육과,02-2204-7690,정시,09:00~22:00,2010-03,37.5495098,127.0189938,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2023-12-20
1117,개방화장실,법제3조제16호-영제3조제1항제1호,성동구민종합체육센터 화장실,서울특별시 성동구 왕십리로 89,서울특별시 성동구 성수동1가 685-697,3,2,0,0,0,0,4,0,0,서울특별시 성동구청 문화체육과,02-2204-7600,정시,06:00~22:00,1994-11,37.5456500,127.0444200,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,장애인화장실+여자화장실,N,Y,여자화장실,2021-09,2023-12-20
1118,개방화장실,법제3조제16호-영제3조제1항제1호,성동구립용답체육센터,서울특별시 성동구 천호대로78길 15-48,서울특별시 성동구 용답동 223-5,2,2,0,0,0,0,2,0,0,서울특별시 성동구청 문화체육과,02-2204-6620,정시,06:00~22:00,2020-11,37.5618620,127.0567770,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2023-12-20
1119,개방화장실,법제3조제16호-영제3조제1항제1호,마장국민체육센터,서울특별시 성동구 마조로11길 6,서울특별시 성동구 마장동 399-98,4,4,2,0,0,0,4,2,0,서울특별시 성동구청 문화체육과,02-2204-7640,정시,06:00~22:00,2005-01,37.5621180,127.0407650,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,장애인화장실+여자화장실,N,Y,여자화장실,2023-12,2023-12-20
1120,개방화장실,법제3조제16호-영제3조제1항제4호,성동구립도서관,서울특별시 성동구 고산자로 10길 9,서울특별시 성동구 행당동 142-4,12,17,3,3,2,1,13,3,1,성동문화재단,02-2204-6420,정시,09:00~18:00,1998-12,37.5592346,127.0349497,공공기관-지방자치단체,수세식,Y,N,없음,Y,Y,여자화장실,2022-10,2023-12-20
1121,개방화장실,법제3조제16호-영제3조제1항제4호,성동구립금호도서관,"서울특별시 성동구 난계로 20, 금호작은도서관(금호동1가)",서울특별시 성동구 금호동1가 688 금호작은도서관,4,6,2,0,1,1,10,2,1,성동문화재단,02-2204-6450,정시,09:00~18:00,2006-06,37.5540653,127.0249005,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,Y,Y,여자화장실,,2023-12-20
1122,개방화장실,법제3조제16호-영제3조제1항제4호,성동구립용답도서관,서울특별시 성동구 용답중앙3길 10,서울특별시 성동구 용답동 95-1 성동구립용답도서관,3,4,1,1,1,1,8,1,1,성동문화재단,02-2204-6470,정시,09:00~18:00,2006-12,37.5666840,127.0513320,공공기관-지방자치단체,수세식,Y,N,없음,Y,N,없음,,2023-12-20
1123,개방화장실,법제3조제16호-영제3조제1항제4호,성동구립성수도서관(성수문화복지회관),"서울특별시 성동구 뚝섬로1길 43, 성수문화복지회관(성수동1가)",서울특별시 성동구 성수동1가 성수문화복지회관,3,3,1,1,1,1,5,1,1,성동문화재단,02-2204-7590,정시,08:00~22:00,2012-09,37.5453680,127.0470630,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,Y,여자화장실,,2023-12-20
1124,개방화장실,법제3조제16호-영제3조제1항제4호,성동구립청계도서관(왕십리도선동복합청사),서울특별시 성동구 마장로141,서울특별시 성동구 상왕십리동 130-20,1,1,0,0,0,1,2,0,1,성동문화재단,02-2204-7580,정시,09:00~20:00,2014-02,37.5678798,127.0254533,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,N,없음,N,N,없음,,2023-12-20
1125,개방화장실,법제3조제1호,성동문화회관,서울특별시 성동구 행당동 왕십리로 281,서울특별시 성동구 행당동 142-16,2,3,1,0,1,0,3,1,1,성동문화회관,02-2204-6415,정시,09:00~18:00,1990-01,37.5593100,127.0361000,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,N,없음,Y,N,없음,,2023-12-20
1126,개방화장실,법제3조제1호,성수문화복지회관,서울특별시 성동구 뚝섬로1길 43,서울특별시 성동구 성수동1가 656-323,6,6,1,1,0,1,10,1,1,성동문화재단,02-2204-6415,정시,09:00~21:00,2012-09,37.5455740,127.0469360,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,여자화장실,Y,N,없음,,2023-12-20
1127,개방화장실,법제3조제1호,4차산업혁명체험센터,서울특별시 성동구 살곶이길 327,서울특별시 성동구 행당동 378,2,8,0,0,0,0,6,0,0,서울특별시 성동구청 교육지원과,02-2286-7812,정시,09:00~18:00,2017-06,37.5546755,127.0404499,공공기관-지방자치단체,수세식,Y,N,없음,N,N,없음,2020-09,2023-12-20
1128,개방화장실,법제3조제1호,독서당인문아카데미센터,서울특별시 성동구 금호로30,서울특별시 성동구 금호로4가 56,4,4,1,0,0,0,6,1,0,서울특별시 성동구청 교육지원과,02-2286-7805,정시,09:00~18:00,2017-07,37.5461210,127.0252935,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2023-12-20
1129,공중화장실,,청담파출소,서울특별시 강남구 학동로95길19,,2,2,0,0,0,0,4,0,0,강남경찰서,,,9시~18시,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1130,공중화장실,,신사파출소,서울특별시 강남구 도산대로 143,,2,2,0,0,0,0,4,0,0,강남경찰서,,,9시~18시,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
1131,공중화장실,,압구정 파출소,서울특별시 강남구 압구정로 311,,2,2,0,0,0,0,4,0,0,강남경찰서,,,9시~18시,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,N,없음,,2022-11-28
